"Target","ChoiceOption","ClipNumber","PID","condType","percent.chosen","speaker.sentiment","speaker.clout","overall.sentiment","recent.sentiment","cumulative.sentiment","overall.clout","recent.clout","cumulative.clout","recent.similarity","mean.wordcount"
"Alicia","Amber",5,6,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,7,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,8,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,9,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,10,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,11,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,12,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,13,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,14,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,15,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,16,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,18,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,19,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,20,"Rival",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,21,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,22,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,23,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,24,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,25,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,26,"Rival",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,27,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,28,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,30,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,31,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,32,"Friend",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,33,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,34,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,35,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,36,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,37,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,39,"Friend",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,40,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,41,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,42,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,43,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,44,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,45,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,46,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,47,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,48,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,49,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,50,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,51,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,52,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,53,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,54,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,55,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,56,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,57,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,58,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,59,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",5,60,"Friend",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,1,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,2,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,3,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,4,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,5,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,6,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,7,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,8,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,9,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,10,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,11,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,12,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,13,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,14,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,15,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,16,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,18,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,19,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,20,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,21,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,22,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,23,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,24,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,25,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,26,"Win",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,27,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,28,"Rival",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,30,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,31,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,32,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,33,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,34,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,35,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,36,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,37,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,39,"Win",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,40,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,41,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,42,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,43,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,44,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,45,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,46,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,47,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,48,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,49,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,50,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,51,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,52,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,53,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,54,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,55,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,56,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,57,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,58,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,59,"Win",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Amber",6,60,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,1,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,2,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,3,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,4,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,5,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,6,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,7,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,8,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,9,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,10,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,11,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,12,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,13,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,14,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,15,"Win",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,16,"Win",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,18,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,19,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,20,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,21,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,22,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,23,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,24,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,25,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,26,"Win",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,27,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,28,"Rival",0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,30,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,31,"Win",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,32,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,33,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,34,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,35,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,36,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,37,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,39,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,40,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,41,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,42,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,43,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,44,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,45,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,46,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,47,"Friend",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,48,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,49,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,50,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,51,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,52,"Win",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,53,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,54,"Win",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,55,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,56,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,57,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,58,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,59,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",1,60,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",2,24,"Win",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,14,"Rival",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,37,"Rival",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,13,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,39,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,41,"Win",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,40,"Rival",0.75,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,59,"Win",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,50,"Win",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,8,"Rival",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,6,"Friend",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,23,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,47,"Rival",0.75,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,1,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,18,"Win",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,32,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,56,"Win",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,43,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,52,"Friend",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,57,"Win",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,46,"Friend",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,36,"Rival",1,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,7,"Rival",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,44,"Win",0.5,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,15,"Rival",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,51,"Win",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,16,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,54,"Rival",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,3,"Friend",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,55,"Friend",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,2,"Rival",0.75,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,48,"Win",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,20,"Win",0.75,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,53,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,58,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,42,"Friend",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,30,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,49,"Rival",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,31,"Rival",0.666666666666667,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,35,"Friend",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,10,"Win",0.5,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,4,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,34,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,11,"Win",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,22,"Friend",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,25,"Win",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,12,"Friend",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,60,"Rival",0.4,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,9,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,19,"Friend",0.8,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,28,"Friend",0.2,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,33,"Friend",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,45,"Friend",0.25,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,5,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,27,"Rival",0.6,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,26,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",2,21,"Friend",0,0.0744828785478947,49.6744,-0.0348524162511798,-0.0348524162511798,-0.0348524162511798,59.73,59.73,59.73,0.3798803,6
"Alicia","Jenna",3,1,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alicia","Jenna",3,2,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
